perturbagen,threshold,min_m,min_c,min_n1,min_a2,min_a3,min_ap,min_a4,min_c5
MK-2206,0.26,-0.11799708464886695,-0.15129147767127618,-0.12057694394469894,-0.1594366986659304,-0.19117379056981387,-0.22845771987641922,-0.05755591089535356,-0.13017384255983053
MK-2206,0.5,-0.1238534804467786,-0.18708071793128206,-0.179358732021341,-0.19412701457253329,-0.20737293937895118,-0.24194932643898412,-0.08086758480704129,-0.15141105185236328
MK-2206,0.85,-0.12047048163675368,-0.2303370115845973,-0.3195245510199768,-0.26006903226384814,-0.22400696819006025,-0.23621896311612242,-0.12144370937480425,-0.17167058084118125
MK-2206,1,-0.12466342025553308,-0.26445096086814407,-0.45209299909499767,-0.4964953352387005,-0.24717322222678778,-0.22959866179657717,-0.18248369694340819,-0.21370121054082114
MLN 2238,0,-0.02382353037940453,-0.08004935313109654,-0.03405276519731933,-0.03671168331183811,-0.05034264526539459,-0.0455135058436903,-0.09112699692004236,-0.03299839211899232
MLN 2238,0.26,-0.026663721011508042,-0.101173756947486,-0.03169083589621036,-0.08943787073359695,-0.06397207734131179,-0.06054303460914625,-0.10858064551469346,-0.04112106677285538
MLN 2238,0.5,-0.033157004516167946,-0.10414783003054306,-0.15762131757642447,-0.07432473619418586,-0.09168094547406785,-0.08115214142848579,-0.1266115982054213,-0.04446255576573374
MLN 2238,0.85,-0.04802879871999577,-0.13742321672041122,-0.31237743504418003,-0.4053108450861825,-0.1167011718684378,-0.09423080190928976,-0.19008206555759624,-0.02877539823045427
MLN 2238,1,-0.05332440995976414,-0.15763174098922195,-0.34006645054283874,-0.443756977249531,-0.13297837677159893,-0.11527327547209214,-0.20245268580368325,-0.05213102085695285
MLS004683634,0,-0.0884022338393207,-0.07166690351021214,-0.07239420018569587,-0.04516269967489957,-0.06507340861033686,-0.05398169432763216,-0.041106841180238954,-0.0378602173763558
MLS004683634,0.26,-0.08338903809180727,-0.08458566229084864,-0.1653492147137529,-0.1954714929785979,-0.0857732001082433,-0.06761315682056258,-0.04362954940466033,-0.048981826593598274
MLS004683634,0.5,-0.08811412735057204,-0.11199560034923547,-0.38957362343324187,-0.20174757916135055,-0.0968998776958318,-0.07222441248287174,-0.05047123587101377,-0.05993511955808489
MLS004683634,0.85,-0.10965744019165077,-0.16679360335272664,-0.5917700775120519,-0.5466104079164028,-0.11923244998815728,-0.07835882848645236,-0.08633340474649612,-0.10151637292644147
MLS004683634,1,-0.10012984762027222,-0.1739468664167757,-0.6471650979655665,-0.532058013033278,-0.17066685251969424,-0.0821494971447095,-0.13434278002094163,-0.12043539043914658
MLS006011051,0,-0.08940076085492998,-0.03616087198122209,-0.061348669386236974,-0.08032451881834503,-0.1387387696526191,-0.14737106579617457,-0.09827236208430191,-0.1864668685625119
MLS006011051,0.26,-0.09545862643523542,-0.04990623382021012,-0.12380128024701532,-0.15612652395340768,-0.16432800792998084,-0.1759523707898678,-0.11999318855587915,-0.2244580051189832
MLS006011051,0.5,-0.0969483563236084,-0.079253967229169,-0.24312796299087974,-0.228001118654863,-0.17703152423854554,-0.1888997768651675,-0.1410161814328532,-0.27485284258996073
MLS006011051,0.85,-0.10433181701559205,-0.08121014137122623,-0.30052337675057833,-0.34838811496013333,-0.18235168318921582,-0.1940148435895388,-0.2101697441320496,-0.30282570692049215
MLS006011051,1,-0.11421962919224964,-0.09641653102154173,-0.3335289879633602,-0.323399712462538,-0.17427866920775723,-0.20944514072071857,-0.18974273856322352,-0.31887723067855467
Nafronyl,0,-0.10527860425396238,-0.10346651513893972,-0.13766056405435206,-0.1530451095289598,-0.08264662362776144,-0.11931181724873507,-0.04118656475433332,-0.056420658251284256
Nafronyl,0.26,-0.09104755925517231,-0.09613027395338201,-0.2470008942137021,-0.28200741671022506,-0.09358332844011452,-0.13798960953433811,-0.04358132227935271,-0.06386177602451878
Nafronyl,0.5,-0.10368779522152709,-0.13772266473713807,-0.29935975300516376,-0.45263930924367,-0.09598758202200361,-0.15778671419496856,-0.03629634363558385,-0.08829645799221852
Nafronyl,0.85,-0.10965563653204734,-0.19110549899601093,-0.5091120714845845,-0.4770612031842784,-0.11047696351783046,-0.16264207370941863,-0.07167599798412867,-0.16234764426442067
Nafronyl,1,-0.11483409374576194,-0.23540529801454887,-0.5698686749703572,-0.4722732095349219,-0.0964005460626554,-0.15318990744248706,-0.07643593994646264,-0.12937458875934088
Nefazodone,0,-0.08025865715735762,-0.07111770495529107,-0.06858045778138284,-0.10064477958829544,-0.042582522151638005,-0.06035301787362028,-0.03460643767783322,-0.07122528477986553
Nefazodone,0.26,-0.08783227725985142,-0.07109122307055886,-0.12634716217394606,-0.25703751553998505,-0.05664499843601953,-0.0743144402889565,-0.04220336022971134,-0.07699910956175139
Nefazodone,0.5,-0.09718948752200866,-0.08046680760618329,-0.2717760756333486,-0.3943076425734844,-0.07337038628570279,-0.08750947541675097,-0.046588076503861944,-0.11728493639771846
Nefazodone,0.85,-0.09226513516376046,-0.10053085673012079,-0.3812150891041534,-0.5182014220560197,-0.07839720408643393,-0.08883524215675527,-0.10253556095858485,-0.13565995232158573
Nefazodone,1,-0.09871047192028627,-0.11450996877520424,-0.4416107407697402,-0.509638183029225,-0.05562999652690042,-0.09564102047434787,-0.16024552384009957,-0.12691114467545822
Neratinib,0,-0.05747755054993969,-0.07501174027857424,-0.06601329815233495,-0.12583625856139155,0.00669635247746514,-0.017593746202531298,-0.07770387185297262,-0.060998124602435644
Neratinib,0.26,-0.057054515926554486,-0.09041987230754751,-0.12862952162035088,-0.21628738747432288,0.011773759933927997,-0.022507556021039665,-0.09453125014946308,-0.07207683129034886
Neratinib,0.5,-0.05989291075248055,-0.10601123402735349,-0.2627862954324764,-0.3036299244412153,-0.012341405890298578,9.751554800512193e-4,-0.12993248666030416,-0.08652199348305388
Neratinib,0.85,-0.0599210456859286,-0.10165275302298143,-0.3085304306868737,-0.5158673726944336,-0.025662891421581624,-0.01284293991841494,-0.21129141861125889,-0.10883812147402898
Neratinib,1,-0.057038303766899286,-0.10845832480977147,-0.34488319215851376,-0.6100864762596498,-0.0043384009732284875,-0.009123898371880927,-0.25674163680776746,-0.1112754268713791
Niclosamide,0,-0.16406986572380672,-0.10507540034631357,-0.048556419695456474,-0.06792199927451237,-0.014585852542093292,-0.030270622155782884,-0.031092218158521628,-7.78949385532591e-4
Niclosamide,0.26,-0.15562562620705755,-0.12534382928564672,-0.10469641736816537,-0.11832987487599812,-0.022261092001014966,-0.035015519346423274,-0.033592058542000085,-0.004882498527502455
Niclosamide,0.5,-0.166289387024998,-0.14105084981757865,-0.2621422298908217,-0.17368156331727622,-0.027365905385938718,-0.05152908635713021,-0.07007643506897611,-9.677075405160349e-4
Niclosamide,0.85,-0.1656419423606169,-0.16802092778516772,-0.592038533281852,-0.439988817255791,0.02174988545548133,-0.024631934294087107,-0.0849686369392487,-0.0441892345064996
Niclosamide,1,-0.1750273272182002,-0.1651060419677805,-0.6999733776134454,-0.43372831749877067,0.021692735523846606,-0.01868709745269006,-0.12525300292941868,-0.04734324874636698
Nilotinib,0,-0.092969370224834,-0.10579891949357174,-0.06891769141971035,-0.050652065940693436,-0.04722517168530246,-0.03237107970574507,-0.04211091940191149,-0.08811138713521369
Nilotinib,0.26,-0.08295518379438804,-0.11717395742585252,-0.12514361311684188,-0.1690686574268089,-0.061022663972835144,-0.041717376001352426,-0.04585529697935656,-0.10020509330085867
Nilotinib,0.5,-0.092791885867871,-0.12803474287281458,-0.2449964266823879,-0.2925446468539767,-0.0783929584171148,-0.059386527593931183,-0.05860053792878201,-0.11483773215658674
Nilotinib,0.85,-0.08765114478314256,-0.18774742968902045,-0.5197845231722665,-0.7757920516430604,-0.11591919008951346,-0.06964910010558488,-0.0806447793410236,-0.17120726786578017
Nilotinib,1,-0.08542842864950925,-0.2196172016755273,-0.6721672355828602,-0.7952960732582897,-0.13995770647242295,-0.06921581160903989,-0.09817821552862668,-0.18307099126021043
NSC95397,0,-0.07224410196255966,-0.054930412596303005,-0.0342245938601735,-0.06562433928267078,-0.1294330146380052,-0.13011223805581962,-0.04789272430286889,-0.13741975828009917
NSC95397,0.26,-0.0783993144113373,-0.07332032784061601,-0.10814496240866979,-0.15480113415551863,-0.1489571780922137,-0.15182588684978343,-0.06210939017527994,-0.1675680666269164
NSC95397,0.5,-0.0745828203915292,-0.09024107198968832,-0.16178062576865018,-0.1814787278044993,-0.17606761104819796,-0.1716466538078959,-0.06575123937139465,-0.18611781465746413
NSC95397,0.85,-0.08605358972999688,-0.09780580780301022,-0.3540131430866676,-0.3671040130269933,-0.16933245344657785,-0.16777094199981418,-0.09931452366408833,-0.21523757699146837
NSC95397,1,-0.08615408229684861,-0.10990677111424696,-0.3500979118339291,-0.42960765173398724,-0.18127263556073248,-0.1387382066755717,-0.1237138630744626,-0.205680731214707
Olaparib,0,-0.07706882701729344,-0.08124239613018165,-0.065936802409018,-0.07445529961420108,-0.12147563604402686,-0.13031565389213493,-0.048879538781588315,-0.14053417870605195
Olaparib,0.26,-0.09106307511317785,-0.09273462114085902,-0.13378017235954673,-0.14503512862669793,-0.13593948020599575,-0.13895033250426025,-0.059139432470565016,-0.1573914779432473
Olaparib,0.5,-0.09684553353885682,-0.11278303466643534,-0.21020847843047633,-0.3410903005822085,-0.147526464286245,-0.16349585078918,-0.06219824572014734,-0.18565493491646062
Olaparib,0.85,-0.10900860924227634,-0.13484283471596337,-0.2946018316903322,-0.46002370100734047,-0.20652089793486633,-0.18637067892870318,-0.04665027770951247,-0.25090289435287744
Olaparib,1,-0.10796266027108145,-0.15779113540458728,-0.38041814591061257,-0.5357829841522155,-0.26745789881832416,-0.23373710769121891,-0.10874126888244376,-0.3029498946206708
Parbendazole,0,-0.10686629959238426,-0.07987737006064825,-0.050301153524429765,-0.16825809332018737,-0.027841241659718702,-0.05968264770758237,-0.06227197867849349,-0.06822476868542933
Parbendazole,0.26,-0.11136072298465839,-0.08350506532054604,-0.14786142161613408,-0.24070020812947543,-0.03890857017295822,-0.061354721587549135,-0.07391736044952264,-0.08475759788145507
Parbendazole,0.5,-0.109872330438854,-0.09296904323267634,-0.18279855584472562,-0.39304959421763735,-0.0538765260907088,-0.06043376786626535,-0.09832574354754406,-0.1210920030054949
Parbendazole,0.85,-0.11691570908602178,-0.09353446586863931,-0.48368153182733914,-0.4853823713398047,-0.08805347805674113,-0.07546746397955623,-0.15849184105951772,-0.1600815439137904
Parbendazole,1,-0.11410342651761017,-0.08807903780709461,-0.5832690036159569,-0.5538489517864512,-0.11346613437522618,-0.05184916107290134,-0.18343388529815982,-0.16471877121504255
Pazopanib,0,-0.07419103162259026,-0.09758897554650427,-0.09765131359507091,-0.08289106384434941,-0.09520398162934687,-0.09487216272315725,-0.013870446487112775,-0.12793574239250588
Pazopanib,0.26,-0.08249269181583703,-0.11156748079255945,-0.20300828375473487,-0.15454757859340285,-0.11272449688588136,-0.10917725056371932,-0.00977015923522083,-0.15330680568433033
Pazopanib,0.5,-0.08601706248956476,-0.1440977233656119,-0.3338468378546458,-0.21991880589153573,-0.12397535409518093,-0.12825721116020924,-0.005380001849166736,-0.16645828297486384
Pazopanib,0.85,-0.0923264103686785,-0.13204908297655804,-0.5292322834905562,-0.45235785902817677,-0.12337634659555609,-0.08672829202546373,-0.06286775976899227,-0.2499883062623918
Pazopanib,1,-0.09558754192650765,-0.15092630866165854,-0.574575813433168,-0.4471671957749615,-0.10899803320322116,-0.10229359014672391,-0.08887532155261103,-0.26778297149702973
PD-0325901,0,-0.08334633490462477,-0.08385109626537232,-0.12833521825955763,-0.1555074529642779,-0.17903387628855028,-0.18514648840155967,-0.17825760758384032,-0.1746121953807251
PD-0325901,0.26,-0.09725591762399366,-0.11047783569574998,-0.2014933449076031,-0.268885572042466,-0.21128575477071695,-0.21403871242499825,-0.20987312760124557,-0.20672741901305458
PD-0325901,0.5,-0.09252056093253214,-0.14530002193947236,-0.2641211660572392,-0.4258994050692647,-0.23638324054897175,-0.24737116597569464,-0.2455519315048734,-0.2549249180429819
PD-0325901,0.85,-0.1004567476595846,-0.12603734862030716,-0.2843556713042097,-0.7256637528649775,-0.2599231105459779,-0.2677659421678294,-0.36200374446903105,-0.40959444577240633
PD-0325901,1,-0.1064853870833417,-0.14276589213256913,-0.31858826849814226,-0.7134653441799271,-0.27545483564894385,-0.3033987957506278,-0.40624448242116806,-0.4077495592352211
Penfluridol,0,-0.1381862565664725,-0.14989681157105336,-0.0323377326429621,-0.09868851246712897,-0.02235293506272296,-0.04942069589506274,-0.010029402704585171,-0.004675447451543262
Penfluridol,0.26,-0.14154947248421804,-0.16401311606235347,-0.04336647116007755,-0.14459525609606322,-0.023775585135531456,-0.05389251578742492,-0.010452447276344643,0.0038721087918044614
Penfluridol,0.5,-0.13948280741174732,-0.1854918145780811,-0.11252165047848861,-0.12911835331434438,-0.03984991269017507,-0.058849466963460446,-0.011821012241375963,-0.019570823152084606
Penfluridol,0.85,-0.14874493080198128,-0.1891830499126483,-0.2822368863704049,-0.2836870560397235,-0.026880405987088657,-0.06492122505394177,-0.06933315409796488,-0.06003142354214666
Penfluridol,1,-0.1569924016578288,-0.21145564727627594,-0.2804423380187699,-0.3366318753011055,-0.06365269584552417,-0.04995341884248281,-0.08916009248304091,-0.07502952009238173
PENICILLIN V POTASSIUM,0,-0.10667040264965102,-0.046915524828966486,-0.029847031593418557,-0.035633729653095324,-0.07397374572148198,-0.06405294360870047,-0.008112182858370818,-0.05978927454354916
PENICILLIN V POTASSIUM,0.26,-0.10527277534516156,-0.052207297228218756,-0.07601203543439658,-0.11870205095647605,-0.08219098581640492,-0.07635968702756832,-0.017758082206753827,-0.06985506798116005
PENICILLIN V POTASSIUM,0.5,-0.11108412868107452,-0.06963681333576817,-0.10695332696458248,-0.26996307141885684,-0.08560165567563789,-0.09767833208850271,-0.04069012674604734,-0.0927234873093567
PENICILLIN V POTASSIUM,0.85,-0.12821766420564015,-0.1231817624241597,-0.36050674258947896,-0.37690844608193097,-0.1869509297074825,-0.15032677203547937,-0.07500662321871734,-0.1168682196016438
PENICILLIN V POTASSIUM,1,-0.13738695715103905,-0.14664622688232534,-0.3617797496136807,-0.3530856301268294,-0.19300724322376664,-0.24070774288234179,-0.14390356301359633,-0.11222368764861018
Perhexiline,0,-0.09645534886495745,-0.12131429855279488,-0.11801120885073317,-0.1222539630386429,-0.10249800805767649,-0.10493435854893313,-0.04535847927102196,-0.1640901201101722
Perhexiline,0.26,-0.11830810314086113,-0.15678872249394762,-0.24634998505918126,-0.1540712371527626,-0.12469383944750904,-0.12380462845666154,-0.05284458683295022,-0.19119561475550956
Perhexiline,0.5,-0.11857623973229445,-0.1880284282459956,-0.39914576611468106,-0.20106958768755662,-0.15229278307080504,-0.15052766500622097,-0.06755357842378745,-0.24585932635657473
Perhexiline,0.85,-0.12963581384786682,-0.20443696756600074,-0.5336296952225913,-0.3070706894043003,-0.1732077448997042,-0.1622911232939385,-0.09840390260516954,-0.27368002363717786
Perhexiline,1,-0.12109647751400765,-0.21797262919034954,-0.5578414460225817,-0.4206059904808518,-0.18495560605046035,-0.17668248315792148,-0.13033694624082642,-0.3487346090978662
Pevonedistat,0,-0.00317948273216353,-0.10434631390318795,-0.04758615117155166,-0.05977525611404515,-0.039014963503292976,-0.04860570883365758,-0.0679346233958538,-0.007306629309257897
Pevonedistat,0.26,-0.0028586073834683794,-0.12366087737784882,-0.051558721351579066,-0.14259914592750714,-0.04336230676881783,-0.056882874986905266,-0.08837904233521997,-0.006248765149180383
Pevonedistat,0.5,-0.0034073503850460293,-0.1335703128582496,-0.09209679016865407,-0.3030221364541478,-0.03828008261469888,-0.050048606189554236,-0.10141802912270667,-0.017861476628426787
Pevonedistat,0.85,0.003514276466252942,-0.18137206080782298,-0.15284484042654237,-0.5217967299558445,-0.01866766089554256,-0.04656171305115528,-0.19236590396398398,-0.014199825202179493
Pevonedistat,1,-0.00426815072108145,-0.18692830851914977,-0.32842719130403736,-0.529570585002855,-1.982509061808744e-4,-0.03154688614938705,-0.2787328466605366,-0.011297723469845816
PF-562271,0,-0.08981183906703866,-0.08998097539909697,-0.07056013173459223,-0.0671984393832463,-0.1470838324395579,-0.14717573485115976,-0.15696363334715224,-0.20412822584352144
PF-562271,0.26,-0.09816875613650591,-0.1250217395732947,-0.13898576720781577,-0.15669219354685412,-0.17821130478617705,-0.1719673249980966,-0.18141570737144924,-0.23111103829243887
PF-562271,0.5,-0.08605778995693045,-0.16027457259503414,-0.2839681015505588,-0.2628799022558621,-0.19589097882521822,-0.19352049620345987,-0.21227644065913442,-0.26181165720134975
PF-562271,0.85,-0.08310504427387923,-0.15904455514789578,-0.3600159384577908,-0.37281469203260176,-0.22732813527442905,-0.231801361814698,-0.24911640590787298,-0.3408355999797852
PF-562271,1,-0.08425344091324498,-0.16471580211585052,-0.45577471438809336,-0.33267492956234085,-0.32978203350336993,-0.24077425035824104,-0.22534697965655007,-0.31789794319353787
PF477736,0,-0.08916674109388141,-0.09470488341140908,-0.02064379238898353,-0.13304765827018128,-0.07597079225849365,-0.06310779032978713,-0.03877275250593379,-0.13317635037533085
PF477736,0.26,-0.10177219897551995,-0.12252056395220556,-0.07455013083084076,-0.27899423947311225,-0.09047228220751569,-0.07354797375575982,-0.04308206086182112,-0.149084530935053
PF477736,0.5,-0.10251098970773091,-0.1473614127359461,-0.17935772171930017,-0.43178376830065235,-0.1071245478140264,-0.07670202230142564,-0.031755343309899806,-0.1818953400612073
PF477736,0.85,-0.10541562651791084,-0.1836785738243958,-0.26746048570605585,-0.6774660069443156,-0.07540955778756901,-0.06903622187602539,-0.11541992675080276,-0.2360967662153252
PF477736,1,-0.1057667180045848,-0.23672001437686097,-0.38838298325272164,-0.7297843171483089,-0.07293812188800795,-0.07088416261080993,-0.15009291407096093,-0.21737967422750976
PHA-793887,0,-0.0760362765324601,-0.12654864235437127,-0.06871866592071266,-0.10761375941625152,-0.09491244679723147,-0.1164030854756131,-0.1510239400800473,-0.0878047969820227
PHA-793887,0.26,-0.07996535125160739,-0.148741026795157,-0.1551029281159735,-0.2129422531519912,-0.1108720390284992,-0.13751379539233688,-0.16766830223162174,-0.10194222699524842
PHA-793887,0.5,-0.07572883893139642,-0.18408054492195444,-0.4179753124282921,-0.2866288329214958,-0.15670446234464833,-0.16506395103654556,-0.1862081826427783,-0.11756843757537662
PHA-793887,0.85,-0.08315264041526162,-0.2367753956560032,-0.6987324418958398,-0.45231529487404315,-0.15639908720706816,-0.1867776049368468,-0.23704751609719507,-0.1157707698053868
PHA-793887,1,-0.08203362204005701,-0.23014353620145117,-0.7581992234821078,-0.45306926021601795,-0.14766903433543285,-0.18452574524438534,-0.24364269459922122,-0.12090775152637938
phylloquinone,0,-0.1381514063989101,-0.09063454696521792,-0.048660560218669706,-0.054341669179104525,-0.02630867887127896,-0.03509458706230629,-0.05859223251612078,-0.06189730651808004
phylloquinone,0.26,-0.13042042823973526,-0.10139370933148034,-0.09939982673393766,-0.15022266428397263,-0.022707832733957174,-0.03740678953144016,-0.06043803147650683,-0.06796994643160753
phylloquinone,0.5,-0.1512581479467462,-0.11142287324296292,-0.136171417575097,-0.1423531710733338,-0.050533872971581024,-0.04438264728244674,-0.05884018990441581,-0.08459806069118674
phylloquinone,0.85,-0.1847377674525146,-0.11952358659549864,-0.28875284368901094,-0.38062080733377524,-0.061781293986350065,-0.09458807949938762,-0.13381316214137723,-0.08535494680545613
phylloquinone,1,-0.18526685671558424,-0.15434542618933633,-0.26052432602653164,-0.3691336010755285,-0.09662627683380688,-0.08059414462921585,-0.16390596038262714,-0.11371866327400787
PLX-4720,0,-0.09199242984269176,-0.08316603031081063,-0.07525837872972074,-0.10450424692461296,-0.12031368407202903,-0.1317187786969779,-0.052968952595239656,-0.14059398650378183
PLX-4720,0.26,-0.09832486669306471,-0.0893566073121393,-0.1663415911647831,-0.1865993100408468,-0.14486828720692474,-0.14932500094617715,-0.05740806587584236,-0.1613930365553482
PLX-4720,0.5,-0.11473892888870131,-0.0991071326748874,-0.3346607449802918,-0.3378152381067936,-0.16390931585781976,-0.18113761730866224,-0.05239229483111637,-0.18908383208195034
PLX-4720,0.85,-0.10691618343666028,-0.15290021318845945,-0.46888494199473363,-0.4636016161779281,-0.20832070553331558,-0.2143907279369503,-0.15707905741978553,-0.23649718215038396
PLX-4720,1,-0.10670716032416556,-0.15482172639337513,-0.5131451636230818,-0.4841760473423293,-0.2563744609063647,-0.21433355137744398,-0.21280425763460428,-0.24370472531854984
Podofilox,0,-0.09738898891504456,-0.05278306504175844,-0.017054818545185,-0.1388234463341907,-0.018915553247691275,-0.04346692107575097,-0.041160132526718456,0.0100548536204214
Podofilox,0.26,-0.0939121399674148,-0.054769066397194505,-0.09141332534198092,-0.18366618117705527,-0.023558246111818955,-0.046287245003629435,-0.05609230250812704,0.002475573043841859
Podofilox,0.5,-0.08812617549120338,-0.06835358432147015,-0.22214252811021257,-0.2920340401973523,-0.029920995367704768,-0.05776524915959961,-0.052278730564315166,-0.016198682622798652
Podofilox,0.85,-0.10370817695541795,-0.13408518652132512,-0.4035353810715929,-0.3807661780989591,-0.04269345969221223,-0.06901085443769658,-0.07375271876313508,0.006366334353120433
Podofilox,1,-0.1149848253243141,-0.13208847123494447,-0.47250761892095466,-0.4302426780312138,-0.034016325554328666,-0.05508501864596485,-0.09116847370780051,-0.004141420937458027
QL47,0,-0.08904109175279853,-0.11362466659961384,-0.06862136940107123,-0.09750774553879081,-0.03856330024290278,-0.0635499940470226,-0.030900619235148957,-0.10299893452677716
QL47,0.26,-0.08635642905841877,-0.10200523041856906,-0.12512593085764712,-0.14803509595396147,-0.044851844089551444,-0.07611505619555055,-0.036166093338969495,-0.12217512646857777
QL47,0.5,-0.07264789952533778,-0.09955262384320887,-0.3317447238883837,-0.22665858150584786,-0.0572397745998115,-0.07037531480681102,-0.04439674148522275,-0.15334945115292556
QL47,0.85,-0.0799100663162035,-0.16770855841326487,-0.6119999246646498,-0.5060975138743947,-0.08621683533290579,-0.06520606708540759,-0.10004742511233411,-0.1900607828915644
QL47,1,-0.07834063258844139,-0.18645436537628393,-0.6396267732612404,-0.5420106650608087,-0.0899905064241061,-0.05792538694497411,-0.1450334117218962,-0.2175583510691947
Quizartinib,0,-0.09786900930029738,-0.06862485070807209,-0.0632330604869023,-0.15114949582561849,-0.03234907119392354,-0.02537106844026784,-0.029608854792787548,-0.06966494537572991
Quizartinib,0.26,-0.1069364138693497,-0.10408073770951834,-0.15067420771058196,-0.2058981555987404,-0.03718716173171542,-0.030044180268885532,-0.029755186922901092,-0.08723963401836073
Quizartinib,0.5,-0.11191415272420202,-0.1291738795737317,-0.3229590333969268,-0.188015927604656,-0.05769113674779099,-0.037323107187623376,-0.03231110668506273,-0.10353288265929086
Quizartinib,0.85,-0.12601661526486782,-0.16597989354035692,-0.4559612891125785,-0.4347851051082271,-0.10026992077620425,-0.034828694222119566,-0.09124882755880769,-0.17995890096043435
Quizartinib,1,-0.12367212531013189,-0.2058878674988349,-0.5058328899107141,-0.4062742812335019,-0.12759765694311145,-0.07989080189036958,-0.12716416393589527,-0.18111020791149873
Raloxifene,0,-0.04878865774284059,-0.09741794750210618,-0.14183013533280706,-0.07891231409728591,-0.12227804303690092,-0.13140320107817804,-0.057970096554798,-0.14890418524881843
Raloxifene,0.26,-0.0534401693677562,-0.1366292181073266,-0.2256707259794547,-0.18593960429705844,-0.14185726156411138,-0.1568003645887921,-0.07053907973727586,-0.1667406528542948
Raloxifene,0.5,-0.04963878094160072,-0.1560508064394962,-0.3250400647908903,-0.38486438027767905,-0.20380080679633422,-0.1683987730233133,-0.08750121799376323,-0.19194671336276606
Raloxifene,0.85,-0.06783883169516539,-0.2032949446400722,-0.3961017544434291,-0.5749611241140256,-0.23956893381041638,-0.21244522537192517,-0.16593479819375573,-0.2432732179634038
Raloxifene,1,-0.06565577508628626,-0.23331876065758417,-0.39218025884590435,-0.6191487476885739,-0.2584763375496831,-0.1938618053268017,-0.218734561950932,-0.2988762973873671
Rifabutin,0,-0.1461860102201955,-0.06875438074594303,-0.025583367450741388,-0.09105236657581633,-0.07734437048266174,-0.08448726521200563,-0.06612724708268232,-0.05996364659502554
Rifabutin,0.26,-0.1433245327224967,-0.07384179506506458,-0.06798494044930824,-0.16857319783118171,-0.09258161415146567,-0.0951634240547811,-0.08221471304928238,-0.06505494706164354
Rifabutin,0.5,-0.15073634982827275,-0.08990470969861755,-0.1212446048875423,-0.22835139620196998,-0.1201324837900675,-0.12266102638799638,-0.08130209470434807,-0.06258188898038554
Rifabutin,0.85,-0.16418280213629888,-0.1152424575914823,-0.27570774695049094,-0.5499102452407701,-0.1785245235200985,-0.16138023454517667,-0.12478450991632735,-0.09682983220035585
Rifabutin,1,-0.17463762798348,-0.11230080767979571,-0.28676919925986905,-0.5913867409873245,-0.1919989302038091,-0.1535345438080943,-0.14462965162940478,-0.10045102360765498
Roquinimex,0,-0.10744851417106366,-0.05859111513741039,-0.07655857795692146,-0.025657036044811832,-0.017444534241854753,-0.0018248833528004397,-0.007819174938535251,-0.05510751268291323
Roquinimex,0.26,-0.11238008283819889,-0.06992161050139187,-0.12103853072057713,-0.12062184280481249,-0.021707818351005752,-0.0021330775879833466,-0.019907084270977943,-0.05856834946334118
Roquinimex,0.5,-0.11007892182825943,-0.0636974647717493,-0.17644977727466157,-0.19068165351773803,-0.019861684036614483,-8.294832738091152e-4,-0.02597751600609343,-0.06986213333575206
Roquinimex,0.85,-0.12825704393904488,-0.0790380666718707,-0.3754289933875629,-0.2016089116951673,-0.05201044790183808,-0.02625866502850472,-0.10227582845458813,-0.07416205649442904
Roquinimex,1,-0.1298218799366011,-0.09265474413451681,-0.4090607907935876,-0.17910460890526658,-0.05847808666831145,-0.017656724776683733,-0.14449224209776942,-0.0269490948142784
Rottlerin,0,-0.07110089541183996,-0.079629983270066207,-0.054317378038154035,-0.07497288799983902,0.007071335358155526,0.017248643118135665,-0.03289817385123768,0.019364691186969995
Rottlerin,0.26,-0.08776454369253389,-0.11765115424086237,-0.0981648270975348,-0.1403681258884454,0.018748979157734647,0.018048191482863952,-0.03755320644872921,0.026379583380097795
Rottlerin,0.5,-0.09931678855188333,-0.12423839160727336,-0.18844173517637997,-0.08360535520573344,0.02142508325906577,0.020116726875455324,-0.049594264572994505,0.02585728151411472
Rottlerin,0.85,-0.12085701441484725,-0.13716995200119692,-0.34977813608446245,-0.33341273142321226,-0.00581376652999219,0.03728074186457784,-0.08319082748003079,0.009641054368539083
Rottlerin,1,-0.13477820730794227,-0.15620835729012308,-0.34813991480520434,-0.3331210588871111,-0.0305576997410082,0.023264131974736136,-0.08756471534411917,-0.034520155533401674
Ruxolitinib,0,-0.08165222927188362,-0.08200202282374819,-0.1017492302505816,-0.06322813430056919,-0.10925889139216365,-0.10590694485032005,-0.04143561465336206,-0.13272696145240745
Ruxolitinib,0.26,-0.09752364359571156,-0.10301572493360607,-0.21746510559667953,-0.12214298032823001,-0.13441573123116737,-0.12416898764468796,-0.056829896783802396,-0.15152254841397525
Ruxolitinib,0.5,-0.11072219537861938,-0.1319892002717495,-0.31743939611151584,-0.24747539613306668,-0.16587660341308552,-0.1297969180758171,-0.059441735879827796,-0.18672017780937608
Ruxolitinib,0.85,-0.10063212840831494,-0.1653766929930972,-0.4483031509707534,-0.5629545639132677,-0.19466097093205287,-0.16239269063100661,-0.163379505350485,-0.23228304732538047
Ruxolitinib,1,-0.09941287961801734,-0.19729731552122995,-0.447582474281817,-0.6868893701450071,-0.19445184837933835,-0.16853306504145757,-0.20687121801031766,-0.2074474435330687
SB743921,0,-0.10857222328462965,-0.051197037349140016,0.04355870835491927,-0.12277259507233053,-0.06624616061120332,-0.09192455685746233,-0.027823277492566547,-0.03499367561224828
